orig_split,cls,src,rawkey,name,path,w,h,fmt,mode,short
train,nofire,flickr,39697533922,39697533922_11958c9c28_o.jpg,/kaggle/input/datasets/elmadafri/the-wildfire-dataset/the_wildfire_dataset_2n_version/train/nofire/39697533922_11958c9c28_o.jpg,1024,680,JPEG,RGB,680
train,nofire,flickr,39697540392,39697540392_98e832c575_o.jpg,/kaggle/input/datasets/elmadafri/the-wildfire-dataset/the_wildfire_dataset_2n_version/train/nofire/39697540392_98e832c575_o.jpg,5312,2988,JPEG,RGB,2988
train,nofire,flickr,39728469761,39728469761_bd796722d0_o.jpg,/kaggle/input/datasets/elmadafri/the-wildfire-dataset/the_wildfire_dataset_2n_version/train/nofire/39728469761_bd796722d0_o.jpg,4032,2268,JPEG,RGB,2268
train,nofire,flickr,39728610281,39728610281_68e77869f2_o.jpg,/kaggle/input/datasets/elmadafri/the-wildfire-dataset/the_wildfire_dataset_2n_version/train/nofire/39728610281_68e77869f2_o.jpg,4032,3024,JPEG,RGB,3024
train,nofire,flickr,39728617081,39728617081_aaf4a6308f_o.jpg,/kaggle/input/datasets/elmadafri/the-wildfire-dataset/the_wildfire_dataset_2n_version/train/nofire/39728617081_aaf4a6308f_o.jpg,4032,2268,JPEG,RGB,2268
train,nofire,flickr,40391460514,40391460514_d774fb1cf2_o.jpg,/kaggle/input/datasets/elmadafri/the-wildfire-dataset/the_wildfire_dataset_2n_version/train/nofire/40391460514_d774fb1cf2_o.jpg,4272,2848,JPEG,RGB,2848
train,nofire,flickr,41769376962,41769376962_1eab948008_o.jpg,/kaggle/input/datasets/elmadafri/the-wildfire-dataset/the_wildfire_dataset_2n_version/train/nofire/41769376962_1eab948008_o.jpg,6000,4000,JPEG,RGB,4000
train,nofire,flickr,42396555205,42396555205_6e91e7a730_o.jpg,/kaggle/input/datasets/elmadafri/the-wildfire-dataset/the_wildfire_dataset_2n_version/train/nofire/42396555205_6e91e7a730_o.jpg,5184,3456,JPEG,RGB,3456
train,nofire,flickr,43048398825,43048398825_ae99361954_o.jpg,/kaggle/input/datasets/elmadafri/the-wildfire-dataset/the_wildfire_dataset_2n_version/train/nofire/43048398825_ae99361954_o.jpg,6107,4071,JPEG,RGB,4071
train,nofire,flickr,44045546545,44045546545_937513d5b0_o.jpg,/kaggle/input/datasets/elmadafri/the-wildfire-dataset/the_wildfire_dataset_2n_version/train/nofire/44045546545_937513d5b0_o.jpg,3000,1519,JPEG,RGB,1519
train,nofire,flickr,44045557085,44045557085_04d89f806c_o.jpg,/kaggle/input/datasets/elmadafri/the-wildfire-dataset/the_wildfire_dataset_2n_version/train/nofire/44045557085_04d89f806c_o.jpg,3000,2000,JPEG,RGB,2000
train,nofire,flickr,44875248795,44875248795_c0de494a71_o.jpg,/kaggle/input/datasets/elmadafri/the-wildfire-dataset/the_wildfire_dataset_2n_version/train/nofire/44875248795_c0de494a71_o.jpg,1470,2048,JPEG,RGB,1470
train,nofire,flickr,45397211654,45397211654_9f9266cbed_o.jpg,/kaggle/input/datasets/elmadafri/the-wildfire-dataset/the_wildfire_dataset_2n_version/train/nofire/45397211654_9f9266cbed_o.jpg,2016,1512,JPEG,RGB,1512
train,nofire,flickr,48690257011,48690257011_b342e3b2ee_o.jpg,/kaggle/input/datasets/elmadafri/the-wildfire-dataset/the_wildfire_dataset_2n_version/train/nofire/48690257011_b342e3b2ee_o.jpg,3000,2250,JPEG,RGB,2250
train,nofire,flickr,48690433902,48690433902_030061d86c_o.jpg,/kaggle/input/datasets/elmadafri/the-wildfire-dataset/the_wildfire_dataset_2n_version/train/nofire/48690433902_030061d86c_o.jpg,3000,2250,JPEG,RGB,2250
train,nofire,flickr,48690434602,48690434602_f6f7dae1c4_o.jpg,/kaggle/input/datasets/elmadafri/the-wildfire-dataset/the_wildfire_dataset_2n_version/train/nofire/48690434602_f6f7dae1c4_o.jpg,3000,1688,JPEG,RGB,1688
train,nofire,flickr,49200015953,49200015953_c476838cd6_o.jpg,/kaggle/input/datasets/elmadafri/the-wildfire-dataset/the_wildfire_dataset_2n_version/train/nofire/49200015953_c476838cd6_o.jpg,3456,2304,JPEG,RGB,2304
train,nofire,flickr,49200507536,49200507536_ceea2dfe07_o.jpg,/kaggle/input/datasets/elmadafri/the-wildfire-dataset/the_wildfire_dataset_2n_version/train/nofire/49200507536_ceea2dfe07_o.jpg,3456,2304,JPEG,RGB,2304
train,nofire,flickr,49200711022,49200711022_a6d385902c_o.jpg,/kaggle/input/datasets/elmadafri/the-wildfire-dataset/the_wildfire_dataset_2n_version/train/nofire/49200711022_a6d385902c_o.jpg,3456,2304,JPEG,RGB,2304
train,nofire,flickr,49453079102,49453079102_a545a50ff6_o.jpg,/kaggle/input/datasets/elmadafri/the-wildfire-dataset/the_wildfire_dataset_2n_version/train/nofire/49453079102_a545a50ff6_o.jpg,615,410,JPEG,RGB,410
train,nofire,flickr,49627515293,49627515293_0a37043762_o.jpg,/kaggle/input/datasets/elmadafri/the-wildfire-dataset/the_wildfire_dataset_2n_version/train/nofire/49627515293_0a37043762_o.jpg,960,720,JPEG,RGB,720
train,nofire,flickr,49628032741,49628032741_436dc4d408_o.jpg,/kaggle/input/datasets/elmadafri/the-wildfire-dataset/the_wildfire_dataset_2n_version/train/nofire/49628032741_436dc4d408_o.jpg,960,720,JPEG,RGB,720
train,nofire,flickr,49628306082,49628306082_19e03f0967_o.jpg,/kaggle/input/datasets/elmadafri/the-wildfire-dataset/the_wildfire_dataset_2n_version/train/nofire/49628306082_19e03f0967_o.jpg,960,720,JPEG,RGB,720
train,nofire,flickr,49628338762,49628338762_5fc600c4da_o.jpg,/kaggle/input/datasets/elmadafri/the-wildfire-dataset/the_wildfire_dataset_2n_version/train/nofire/49628338762_5fc600c4da_o.jpg,3968,2976,JPEG,RGB,2976
train,nofire,flickr,50380846687,50380846687_1df46275af_o.jpg,/kaggle/input/datasets/elmadafri/the-wildfire-dataset/the_wildfire_dataset_2n_version/train/nofire/50380846687_1df46275af_o.jpg,3024,4032,JPEG,RGB,3024
train,nofire,flickr,50409242242,50409242242_366143b5fc_o.jpg,/kaggle/input/datasets/elmadafri/the-wildfire-dataset/the_wildfire_dataset_2n_version/train/nofire/50409242242_366143b5fc_o.jpg,4032,3024,JPEG,RGB,3024
train,nofire,flickr,50409277767,50409277767_1aab46e387_o.jpg,/kaggle/input/datasets/elmadafri/the-wildfire-dataset/the_wildfire_dataset_2n_version/train/nofire/50409277767_1aab46e387_o.jpg,3016,2262,JPEG,RGB,2262
train,nofire,flickr,50576699296,50576699296_2a14c3664a_o.jpg,/kaggle/input/datasets/elmadafri/the-wildfire-dataset/the_wildfire_dataset_2n_version/train/nofire/50576699296_2a14c3664a_o.jpg,3024,4032,JPEG,RGB,3024
train,nofire,flickr,50587721368,50587721368_c131de8c2d_o.jpg,/kaggle/input/datasets/elmadafri/the-wildfire-dataset/the_wildfire_dataset_2n_version/train/nofire/50587721368_c131de8c2d_o.jpg,2368,3024,JPEG,RGB,2368
train,nofire,flickr,50621530658,50621530658_63dae7d98f_o.jpg,/kaggle/input/datasets/elmadafri/the-wildfire-dataset/the_wildfire_dataset_2n_version/train/nofire/50621530658_63dae7d98f_o.jpg,1800,1200,JPEG,RGB,1200
train,nofire,flickr,50622222523,50622222523_1e663562ac_o.jpg,/kaggle/input/datasets/elmadafri/the-wildfire-dataset/the_wildfire_dataset_2n_version/train/nofire/50622222523_1e663562ac_o.jpg,2048,1536,JPEG,RGB,1536
train,nofire,flickr,50623060997,50623060997_1dc55f4eca_o.jpg,/kaggle/input/datasets/elmadafri/the-wildfire-dataset/the_wildfire_dataset_2n_version/train/nofire/50623060997_1dc55f4eca_o.jpg,2006,1125,JPEG,RGB,1125
train,nofire,flickr,50642193652,50642193652_5d3a7708a9_o.jpg,/kaggle/input/datasets/elmadafri/the-wildfire-dataset/the_wildfire_dataset_2n_version/train/nofire/50642193652_5d3a7708a9_o.jpg,2016,1512,JPEG,RGB,1512
train,nofire,flickr,50680663366,50680663366_4592070a5e_o.jpg,/kaggle/input/datasets/elmadafri/the-wildfire-dataset/the_wildfire_dataset_2n_version/train/nofire/50680663366_4592070a5e_o.jpg,3264,2448,JPEG,RGB,2448
train,nofire,flickr,50774170067,50774170067_6683b693bc_o.jpg,/kaggle/input/datasets/elmadafri/the-wildfire-dataset/the_wildfire_dataset_2n_version/train/nofire/50774170067_6683b693bc_o.jpg,12218,4051,JPEG,RGB,4051
train,nofire,flickr,51276757611,51276757611_826ce8bbe5_o.jpg,/kaggle/input/datasets/elmadafri/the-wildfire-dataset/the_wildfire_dataset_2n_version/train/nofire/51276757611_826ce8bbe5_o.jpg,4032,3024,JPEG,RGB,3024
train,nofire,flickr,51685365993,51685365993_4961a37b68_o.jpg,/kaggle/input/datasets/elmadafri/the-wildfire-dataset/the_wildfire_dataset_2n_version/train/nofire/51685365993_4961a37b68_o.jpg,4032,3024,JPEG,RGB,3024
train,nofire,flickr,52231257457,52231257457_46b980ec18_o.jpg,/kaggle/input/datasets/elmadafri/the-wildfire-dataset/the_wildfire_dataset_2n_version/train/nofire/52231257457_46b980ec18_o.jpg,4608,3456,JPEG,RGB,3456
train,nofire,flickr,52231272657,52231272657_49992e05aa_o.jpg,/kaggle/input/datasets/elmadafri/the-wildfire-dataset/the_wildfire_dataset_2n_version/train/nofire/52231272657_49992e05aa_o.jpg,4608,3456,JPEG,RGB,3456
train,nofire,flickr,52232282663,52232282663_4d7dfb7ed9_o.jpg,/kaggle/input/datasets/elmadafri/the-wildfire-dataset/the_wildfire_dataset_2n_version/train/nofire/52232282663_4d7dfb7ed9_o.jpg,4608,3456,JPEG,RGB,3456
train,nofire,flickr,52292033207,52292033207_127c46e4ae_o.jpg,/kaggle/input/datasets/elmadafri/the-wildfire-dataset/the_wildfire_dataset_2n_version/train/nofire/52292033207_127c46e4ae_o.jpg,620,465,JPEG,RGB,465
train,nofire,flickr,52293279724,52293279724_c5250f6aa9_o.png,/kaggle/input/datasets/elmadafri/the-wildfire-dataset/the_wildfire_dataset_2n_version/train/nofire/52293279724_c5250f6aa9_o.png,620,395,PNG,RGBA,395
train,nofire,flickr,52340194302,52340194302_8120e8efa3_o.jpg,/kaggle/input/datasets/elmadafri/the-wildfire-dataset/the_wildfire_dataset_2n_version/train/nofire/52340194302_8120e8efa3_o.jpg,2000,1332,JPEG,RGB,1332
train,nofire,flickr,52340194432,52340194432_697e9662f4_o.jpg,/kaggle/input/datasets/elmadafri/the-wildfire-dataset/the_wildfire_dataset_2n_version/train/nofire/52340194432_697e9662f4_o.jpg,4000,1381,JPEG,RGB,1381
train,nofire,flickr,52341400698,52341400698_1b22d7d0c1_o.jpg,/kaggle/input/datasets/elmadafri/the-wildfire-dataset/the_wildfire_dataset_2n_version/train/nofire/52341400698_1b22d7d0c1_o.jpg,2000,1501,JPEG,RGB,1501
train,nofire,flickr,52341458554,52341458554_918f27dc7c_o.jpg,/kaggle/input/datasets/elmadafri/the-wildfire-dataset/the_wildfire_dataset_2n_version/train/nofire/52341458554_918f27dc7c_o.jpg,4000,2665,JPEG,RGB,2665
train,nofire,flickr,52357656432,52357656432_81e3793f1c_o.jpg,/kaggle/input/datasets/elmadafri/the-wildfire-dataset/the_wildfire_dataset_2n_version/train/nofire/52357656432_81e3793f1c_o.jpg,3840,2160,JPEG,RGB,2160
train,nofire,flickr,52357657587,52357657587_395efe019d_o.jpg,/kaggle/input/datasets/elmadafri/the-wildfire-dataset/the_wildfire_dataset_2n_version/train/nofire/52357657587_395efe019d_o.jpg,4000,2665,JPEG,RGB,2665
train,nofire,flickr,52357667457,52357667457_3e0a52f1e4_o.jpg,/kaggle/input/datasets/elmadafri/the-wildfire-dataset/the_wildfire_dataset_2n_version/train/nofire/52357667457_3e0a52f1e4_o.jpg,4000,1480,JPEG,RGB,1480
train,nofire,flickr,52357670897,52357670897_5e4bd8fa2f_o.jpg,/kaggle/input/datasets/elmadafri/the-wildfire-dataset/the_wildfire_dataset_2n_version/train/nofire/52357670897_5e4bd8fa2f_o.jpg,4000,2665,JPEG,RGB,2665
train,nofire,flickr,52358606086,52358606086_0fa4a5f2d7_o.jpg,/kaggle/input/datasets/elmadafri/the-wildfire-dataset/the_wildfire_dataset_2n_version/train/nofire/52358606086_0fa4a5f2d7_o.jpg,4000,2665,JPEG,RGB,2665
train,nofire,flickr,52358606311,52358606311_73913736e4_o.jpg,/kaggle/input/datasets/elmadafri/the-wildfire-dataset/the_wildfire_dataset_2n_version/train/nofire/52358606311_73913736e4_o.jpg,3262,2160,JPEG,RGB,2160
train,nofire,flickr,52358606891,52358606891_9216660b61_o.jpg,/kaggle/input/datasets/elmadafri/the-wildfire-dataset/the_wildfire_dataset_2n_version/train/nofire/52358606891_9216660b61_o.jpg,4000,2664,JPEG,RGB,2664
train,nofire,flickr,52358616321,52358616321_a16d3dcb7f_o.jpg,/kaggle/input/datasets/elmadafri/the-wildfire-dataset/the_wildfire_dataset_2n_version/train/nofire/52358616321_a16d3dcb7f_o.jpg,4000,2665,JPEG,RGB,2665
train,nofire,flickr,52358619731,52358619731_d11d42dbb6_o.jpg,/kaggle/input/datasets/elmadafri/the-wildfire-dataset/the_wildfire_dataset_2n_version/train/nofire/52358619731_d11d42dbb6_o.jpg,4000,2665,JPEG,RGB,2665
train,nofire,flickr,52358819323,52358819323_9baa33acde_o.jpg,/kaggle/input/datasets/elmadafri/the-wildfire-dataset/the_wildfire_dataset_2n_version/train/nofire/52358819323_9baa33acde_o.jpg,4000,1552,JPEG,RGB,1552
train,nofire,flickr,52358919084,52358919084_87ed82cb44_o.jpg,/kaggle/input/datasets/elmadafri/the-wildfire-dataset/the_wildfire_dataset_2n_version/train/nofire/52358919084_87ed82cb44_o.jpg,4000,2987,JPEG,RGB,2987
train,nofire,flickr,52358919419,52358919419_3ede7e7e1f_o.jpg,/kaggle/input/datasets/elmadafri/the-wildfire-dataset/the_wildfire_dataset_2n_version/train/nofire/52358919419_3ede7e7e1f_o.jpg,3840,2160,JPEG,RGB,2160
train,nofire,flickr,52358931349,52358931349_9edefe0acc_o.jpg,/kaggle/input/datasets/elmadafri/the-wildfire-dataset/the_wildfire_dataset_2n_version/train/nofire/52358931349_9edefe0acc_o.jpg,4000,1491,JPEG,RGB,1491
train,nofire,flickr,52358931414,52358931414_39e8c7bd40_o.jpg,/kaggle/input/datasets/elmadafri/the-wildfire-dataset/the_wildfire_dataset_2n_version/train/nofire/52358931414_39e8c7bd40_o.jpg,4000,1491,JPEG,RGB,1491
train,nofire,flickr,52358932124,52358932124_97cd77e686_o.jpg,/kaggle/input/datasets/elmadafri/the-wildfire-dataset/the_wildfire_dataset_2n_version/train/nofire/52358932124_97cd77e686_o.jpg,2895,4000,JPEG,RGB,2895
train,nofire,flickr,52358933749,52358933749_07f0dd79c6_o.jpg,/kaggle/input/datasets/elmadafri/the-wildfire-dataset/the_wildfire_dataset_2n_version/train/nofire/52358933749_07f0dd79c6_o.jpg,4000,2667,JPEG,RGB,2667
train,nofire,flickr,52359027885,52359027885_6e6d8fa484_o.jpg,/kaggle/input/datasets/elmadafri/the-wildfire-dataset/the_wildfire_dataset_2n_version/train/nofire/52359027885_6e6d8fa484_o.jpg,4000,2665,JPEG,RGB,2665
train,nofire,flickr,52359036280,52359036280_5557dd08e2_o.jpg,/kaggle/input/datasets/elmadafri/the-wildfire-dataset/the_wildfire_dataset_2n_version/train/nofire/52359036280_5557dd08e2_o.jpg,4000,1499,JPEG,RGB,1499
train,nofire,flickr,52359037790,52359037790_bccbaa71d3_o.jpg,/kaggle/input/datasets/elmadafri/the-wildfire-dataset/the_wildfire_dataset_2n_version/train/nofire/52359037790_bccbaa71d3_o.jpg,4000,2665,JPEG,RGB,2665
train,nofire,flickr,52359039480,52359039480_ab7270c4f1_o.jpg,/kaggle/input/datasets/elmadafri/the-wildfire-dataset/the_wildfire_dataset_2n_version/train/nofire/52359039480_ab7270c4f1_o.jpg,4000,2393,JPEG,RGB,2393
train,nofire,flickr,52359041270,52359041270_69810779bd_o.jpg,/kaggle/input/datasets/elmadafri/the-wildfire-dataset/the_wildfire_dataset_2n_version/train/nofire/52359041270_69810779bd_o.jpg,4000,2987,JPEG,RGB,2987
train,nofire,flickr,52403307048,52403307048_a7dba6168f_o.jpg,/kaggle/input/datasets/elmadafri/the-wildfire-dataset/the_wildfire_dataset_2n_version/train/nofire/52403307048_a7dba6168f_o.jpg,4032,3024,JPEG,RGB,3024
train,nofire,flickr,52451074762,52451074762_afc058d6ea_o.jpg,/kaggle/input/datasets/elmadafri/the-wildfire-dataset/the_wildfire_dataset_2n_version/train/nofire/52451074762_afc058d6ea_o.jpg,4000,2959,JPEG,RGB,2959
train,nofire,flickr,52451082862,52451082862_018b9aaa9e_o.jpg,/kaggle/input/datasets/elmadafri/the-wildfire-dataset/the_wildfire_dataset_2n_version/train/nofire/52451082862_018b9aaa9e_o.jpg,4000,2665,JPEG,RGB,2665
train,nofire,flickr,52451596106,52451596106_99dee92c84_o.jpg,/kaggle/input/datasets/elmadafri/the-wildfire-dataset/the_wildfire_dataset_2n_version/train/nofire/52451596106_99dee92c84_o.jpg,4000,2665,JPEG,RGB,2665
train,nofire,flickr,52451600526,52451600526_77ef5f823d_o.jpg,/kaggle/input/datasets/elmadafri/the-wildfire-dataset/the_wildfire_dataset_2n_version/train/nofire/52451600526_77ef5f823d_o.jpg,4000,2665,JPEG,RGB,2665
train,nofire,flickr,52451793196,52451793196_b962cf7995_o.jpg,/kaggle/input/datasets/elmadafri/the-wildfire-dataset/the_wildfire_dataset_2n_version/train/nofire/52451793196_b962cf7995_o.jpg,4000,1483,JPEG,RGB,1483
train,nofire,flickr,52451794846,52451794846_17c702738e_o.jpg,/kaggle/input/datasets/elmadafri/the-wildfire-dataset/the_wildfire_dataset_2n_version/train/nofire/52451794846_17c702738e_o.jpg,4000,2603,JPEG,RGB,2603
train,nofire,flickr,52451872444,52451872444_d2fbd8ff72_o.jpg,/kaggle/input/datasets/elmadafri/the-wildfire-dataset/the_wildfire_dataset_2n_version/train/nofire/52451872444_d2fbd8ff72_o.jpg,4000,1488,JPEG,RGB,1488
train,nofire,flickr,52451874249,52451874249_17ede44193_o.jpg,/kaggle/input/datasets/elmadafri/the-wildfire-dataset/the_wildfire_dataset_2n_version/train/nofire/52451874249_17ede44193_o.jpg,4000,1491,JPEG,RGB,1491
train,nofire,flickr,52451969715,52451969715_3e8d946708_o.jpg,/kaggle/input/datasets/elmadafri/the-wildfire-dataset/the_wildfire_dataset_2n_version/train/nofire/52451969715_3e8d946708_o.jpg,4000,2987,JPEG,RGB,2987
train,nofire,flickr,52452039160,52452039160_64791e0ce2_o.jpg,/kaggle/input/datasets/elmadafri/the-wildfire-dataset/the_wildfire_dataset_2n_version/train/nofire/52452039160_64791e0ce2_o.jpg,4000,1479,JPEG,RGB,1479
train,nofire,flickr,52452042720,52452042720_8271cec62d_o.jpg,/kaggle/input/datasets/elmadafri/the-wildfire-dataset/the_wildfire_dataset_2n_version/train/nofire/52452042720_8271cec62d_o.jpg,4000,2665,JPEG,RGB,2665
train,nofire,flickr,52452044898,52452044898_aa2d693f7f_o.jpg,/kaggle/input/datasets/elmadafri/the-wildfire-dataset/the_wildfire_dataset_2n_version/train/nofire/52452044898_aa2d693f7f_o.jpg,4000,1486,JPEG,RGB,1486
train,nofire,flickr,52452046535,52452046535_137d06e145_o.jpg,/kaggle/input/datasets/elmadafri/the-wildfire-dataset/the_wildfire_dataset_2n_version/train/nofire/52452046535_137d06e145_o.jpg,4000,1492,JPEG,RGB,1492
train,nofire,flickr,52452049280,52452049280_49b1b711b6_o.jpg,/kaggle/input/datasets/elmadafri/the-wildfire-dataset/the_wildfire_dataset_2n_version/train/nofire/52452049280_49b1b711b6_o.jpg,4000,2665,JPEG,RGB,2665
train,nofire,flickr,52452052570,52452052570_d0c26b2796_o.jpg,/kaggle/input/datasets/elmadafri/the-wildfire-dataset/the_wildfire_dataset_2n_version/train/nofire/52452052570_d0c26b2796_o.jpg,4000,2665,JPEG,RGB,2665
train,nofire,flickr,52452119313,52452119313_4c5ab49506_o.jpg,/kaggle/input/datasets/elmadafri/the-wildfire-dataset/the_wildfire_dataset_2n_version/train/nofire/52452119313_4c5ab49506_o.jpg,4000,2665,JPEG,RGB,2665
train,nofire,flickr,52452120078,52452120078_d9d606485f_o.jpg,/kaggle/input/datasets/elmadafri/the-wildfire-dataset/the_wildfire_dataset_2n_version/train/nofire/52452120078_d9d606485f_o.jpg,4000,2665,JPEG,RGB,2665
train,nofire,flickr,52452306753,52452306753_e9fd479f41_o.jpg,/kaggle/input/datasets/elmadafri/the-wildfire-dataset/the_wildfire_dataset_2n_version/train/nofire/52452306753_e9fd479f41_o.jpg,4000,2665,JPEG,RGB,2665
train,nofire,flickr,52452307498,52452307498_5217d473e9_o.jpg,/kaggle/input/datasets/elmadafri/the-wildfire-dataset/the_wildfire_dataset_2n_version/train/nofire/52452307498_5217d473e9_o.jpg,4000,1478,JPEG,RGB,1478
train,nofire,flickr,52452315723,52452315723_f38f83e978_o.jpg,/kaggle/input/datasets/elmadafri/the-wildfire-dataset/the_wildfire_dataset_2n_version/train/nofire/52452315723_f38f83e978_o.jpg,4000,2665,JPEG,RGB,2665
train,nofire,flickr,52452316043,52452316043_11b79c97d2_o.jpg,/kaggle/input/datasets/elmadafri/the-wildfire-dataset/the_wildfire_dataset_2n_version/train/nofire/52452316043_11b79c97d2_o.jpg,4000,2665,JPEG,RGB,2665
train,nofire,flickr,52530622215,52530622215_785e37132e_o.jpg,/kaggle/input/datasets/elmadafri/the-wildfire-dataset/the_wildfire_dataset_2n_version/train/nofire/52530622215_785e37132e_o.jpg,1280,960,JPEG,RGB,960
train,nofire,flickr,52530691658,52530691658_ce60ac02a8_o.jpg,/kaggle/input/datasets/elmadafri/the-wildfire-dataset/the_wildfire_dataset_2n_version/train/nofire/52530691658_ce60ac02a8_o.jpg,640,481,JPEG,RGB,481
train,nofire,flickr,52923043540,52923043540_678c43413c_o.jpg,/kaggle/input/datasets/elmadafri/the-wildfire-dataset/the_wildfire_dataset_2n_version/train/nofire/52923043540_678c43413c_o.jpg,1920,1279,JPEG,RGB,1279
train,nofire,flickr,52938755866,52938755866_fc0a5ae872_o.jpg,/kaggle/input/datasets/elmadafri/the-wildfire-dataset/the_wildfire_dataset_2n_version/train/nofire/52938755866_fc0a5ae872_o.jpg,4896,3672,MPO,RGB,3672
train,nofire,flickr,52998989513,52998989513_61a0e7a756_o.jpg,/kaggle/input/datasets/elmadafri/the-wildfire-dataset/the_wildfire_dataset_2n_version/train/nofire/52998989513_61a0e7a756_o.jpg,6233,4155,JPEG,RGB,4155
train,nofire,flickr,53125772746,53125772746_1c2d97b875_o.jpg,/kaggle/input/datasets/elmadafri/the-wildfire-dataset/the_wildfire_dataset_2n_version/train/nofire/53125772746_1c2d97b875_o.jpg,6186,4164,JPEG,RGB,4164
train,nofire,flickr,7557570184,7557570184_442f9d3545_o.jpg,/kaggle/input/datasets/elmadafri/the-wildfire-dataset/the_wildfire_dataset_2n_version/train/nofire/7557570184_442f9d3545_o.jpg,1620,854,JPEG,RGB,854
train,nofire,flickr,8468567493,8468567493_d8e627a56d_o.jpg,/kaggle/input/datasets/elmadafri/the-wildfire-dataset/the_wildfire_dataset_2n_version/train/nofire/8468567493_d8e627a56d_o.jpg,3456,1524,JPEG,RGB,1524
train,nofire,flickr,8658018665,8658018665_059680167c_o.jpg,/kaggle/input/datasets/elmadafri/the-wildfire-dataset/the_wildfire_dataset_2n_version/train/nofire/8658018665_059680167c_o.jpg,1772,1181,JPEG,RGB,1181
train,nofire,flickr,8658018703,8658018703_2ccd0ddf9b_o.jpg,/kaggle/input/datasets/elmadafri/the-wildfire-dataset/the_wildfire_dataset_2n_version/train/nofire/8658018703_2ccd0ddf9b_o.jpg,1772,1181,JPEG,RGB,1181
train,nofire,flickr,8659114948,8659114948_c5648ef2cf_o.jpg,/kaggle/input/datasets/elmadafri/the-wildfire-dataset/the_wildfire_dataset_2n_version/train/nofire/8659114948_c5648ef2cf_o.jpg,1772,1181,JPEG,RGB,1181
train,nofire,flickr,8692924621,8692924621_63ec81cb23_o.jpg,/kaggle/input/datasets/elmadafri/the-wildfire-dataset/the_wildfire_dataset_2n_version/train/nofire/8692924621_63ec81cb23_o.jpg,4288,2848,JPEG,RGB,2848
train,nofire,unsplash,aaron-burden,aaron-burden--U_hmajpkGs-unsplash.jpg,/kaggle/input/datasets/elmadafri/the-wildfire-dataset/the_wildfire_dataset_2n_version/train/nofire/aaron-burden--U_hmajpkGs-unsplash.jpg,4000,3000,JPEG,RGB,3000
train,nofire,unsplash,aaron-burden,aaron-burden-00QWN1J0g48-unsplash.jpg,/kaggle/input/datasets/elmadafri/the-wildfire-dataset/the_wildfire_dataset_2n_version/train/nofire/aaron-burden-00QWN1J0g48-unsplash.jpg,4000,2861,JPEG,RGB,2861
train,nofire,unsplash,aaron-burden,aaron-burden-6a6ym1Rw5VA-unsplash.jpg,/kaggle/input/datasets/elmadafri/the-wildfire-dataset/the_wildfire_dataset_2n_version/train/nofire/aaron-burden-6a6ym1Rw5VA-unsplash.jpg,4000,3000,JPEG,RGB,3000
train,nofire,unsplash,aaron-burden,aaron-burden-EaQBeUG9c58-unsplash.jpg,/kaggle/input/datasets/elmadafri/the-wildfire-dataset/the_wildfire_dataset_2n_version/train/nofire/aaron-burden-EaQBeUG9c58-unsplash.jpg,3992,2992,JPEG,RGB,2992
train,nofire,unsplash,aaron-burden,aaron-burden-I1ASdgphUH4-unsplash.jpg,/kaggle/input/datasets/elmadafri/the-wildfire-dataset/the_wildfire_dataset_2n_version/train/nofire/aaron-burden-I1ASdgphUH4-unsplash.jpg,4000,3000,JPEG,RGB,3000
train,nofire,unsplash,aaron-burden,aaron-burden-KhVfJhHla78-unsplash.jpg,/kaggle/input/datasets/elmadafri/the-wildfire-dataset/the_wildfire_dataset_2n_version/train/nofire/aaron-burden-KhVfJhHla78-unsplash.jpg,3992,2992,JPEG,RGB,2992
train,nofire,unsplash,aaron-burden,aaron-burden-Qy-CBKUg_X8-unsplash.jpg,/kaggle/input/datasets/elmadafri/the-wildfire-dataset/the_wildfire_dataset_2n_version/train/nofire/aaron-burden-Qy-CBKUg_X8-unsplash.jpg,3669,2752,JPEG,RGB,2752
train,nofire,unsplash,aaron-burden,aaron-burden-UF0WlFvPvrk-unsplash.jpg,/kaggle/input/datasets/elmadafri/the-wildfire-dataset/the_wildfire_dataset_2n_version/train/nofire/aaron-burden-UF0WlFvPvrk-unsplash.jpg,3458,2586,JPEG,RGB,2586
train,nofire,unsplash,aaron-burden,aaron-burden-YILmPSsn3T4-unsplash.jpg,/kaggle/input/datasets/elmadafri/the-wildfire-dataset/the_wildfire_dataset_2n_version/train/nofire/aaron-burden-YILmPSsn3T4-unsplash.jpg,3992,2992,JPEG,RGB,2992
train,nofire,unsplash,aaron-burden,aaron-burden-blPTIZuBhD8-unsplash.jpg,/kaggle/input/datasets/elmadafri/the-wildfire-dataset/the_wildfire_dataset_2n_version/train/nofire/aaron-burden-blPTIZuBhD8-unsplash.jpg,3927,2945,JPEG,RGB,2945
train,nofire,unsplash,aaron-burden,aaron-burden-eG8--XWSicQ-unsplash.jpg,/kaggle/input/datasets/elmadafri/the-wildfire-dataset/the_wildfire_dataset_2n_version/train/nofire/aaron-burden-eG8--XWSicQ-unsplash.jpg,3990,2989,JPEG,RGB,2989
train,nofire,unsplash,aaron-burden,aaron-burden-nPv3MQyMbyc-unsplash.jpg,/kaggle/input/datasets/elmadafri/the-wildfire-dataset/the_wildfire_dataset_2n_version/train/nofire/aaron-burden-nPv3MQyMbyc-unsplash.jpg,3755,2816,JPEG,RGB,2816
